Dataset,Taxonomic Level,Traita,Taxonomyb,BMI              p valuec,BMI               q valued,Direction of association (Higher in)e,Permutation p valuef,Ag,A 95% CIh,Ci,C 95% CIj,Ek,E 95% CIl,rMZm,rDZn,2*(rMZ-rDZ)o,,,
Yatsunenko,OTU,177503,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.171,0.349841754,(0?0.8),0.328654729,(0?0.69),0.321503518,(0.18?0.57),0.244862653,0.652034041,0.529602714,,,
Yatsunenko,OTU,669005,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.159,0.349585359,(0?0.61),0.009600822,(0?0.45),0.640813819,(0.39?0.97),0.277775177,0.341167862,0.202280274,,,
Yatsunenko,OTU,196249,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.131,0.34878186,(0?0.59),1.24E-14,(0?0.4),0.65121814,(0.41?0.95),0.798681888,0.433778922,0.034437978,,,
Yatsunenko,OTU,540055,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.205,0.348772694,(0?0.77),0.272949829,(0?0.66),0.378277476,(0.22?0.64),0.275920048,0.603941747,0.465981723,,,
Yatsunenko,OTU,2686369,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__,NA,NA,NA,0.312,0.348772054,(0?0.57),3.35E-14,(0?0.48),0.651227946,(0.43?0.93),0.605441192,0.397866906,0.09514631,,,
Yatsunenko,OTU,178474,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.167,0.347733846,(0?0.6),2.72E-13,(0?0.44),0.652266154,(0.4?0.98),0.270409671,0.330445271,0.195240436,,,
Yatsunenko,OTU,306711,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.22,0.347382941,(0?0.59),3.93E-11,(0?0.46),0.652617059,(0.41?0.96),0.398493344,0.369636874,0.170390202,,,
Yatsunenko,OTU,195946,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.151,0.347098654,(0?0.6),1.10E-25,(0?0.44),0.652901346,(0.4?0.98),0.37644584,0.357032895,0.168809975,,,
Yatsunenko,OTU,40649,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.148,0.347076889,(0?0.59),0,(0?0.43),0.652923111,(0.41?0.97),0.483112121,0.383900035,0.142343975,,,
Yatsunenko,OTU,681357,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,NA,NA,NA,0.255,0.346893812,(0?0.61),0.026184984,(0?0.48),0.626921204,(0.39?0.92),0.395582062,0.382460462,0.184669432,,,
Yatsunenko,OTU,198587,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.194,0.346733259,(0?0.59),2.87E-15,(0?0.43),0.653266741,(0.41?0.96),0.591344469,0.402590584,0.10691835,,,
Yatsunenko,OTU,3232988,k__Bacteria; p__Tenericutes; c__RF3; o__ML615J-28; f__; g__; s__,NA,NA,NA,0.255,0.346414764,(0?0.63),0.051699818,(0?0.5),0.601885418,(0.37?0.91),0.395835953,0.427796728,0.229878752,,,
Yatsunenko,OTU,4392183,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__,NA,NA,NA,0.044,0.346325502,(0?0.6),1.93E-13,(0?0),0.653674498,(0.4?0.97),1.155225787,0.479723933,-0.097888961,,,
Yatsunenko,OTU,319898,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.076,0.346252533,(0?0.6),1.60E-15,(0?0.39),0.653747467,(0.4?0.98),0.590971054,0.392503605,0.097018078,,,
Yatsunenko,OTU,187811,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.181,0.346022231,(0?0.68),0.126795125,(0?0.55),0.527182644,(0.32?0.82),0.357319072,0.481029852,0.302370316,,,
Yatsunenko,Order,k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales,NA,NA,NA,NA,0.146,0.345932564,(0?0.66),0.090584574,(0?0.52),0.563482862,(0.34?0.87),0.333483534,0.445678966,0.278937199,,,
Yatsunenko,Family,k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae,NA,NA,NA,NA,0.146,0.345932564,(0?0.66),0.090584574,(0?0.52),0.563482862,(0.34?0.87),0.333483534,0.445678966,0.278937199,,,
Yatsunenko,Genus,k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter,NA,NA,NA,NA,0.146,0.345932564,(0?0.66),0.090584574,(0?0.52),0.563482862,(0.34?0.87),0.333483534,0.445678966,0.278937199,,,
Yatsunenko,OTU,3236435,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.265,0.345884769,(0?0.66),0.08845796,(0?0.52),0.565657271,(0.34?0.87),0.318612458,0.412901662,0.253595433,,,
Yatsunenko,OTU,137209,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.105,0.345717705,(0?0.59),1.23E-16,(0?0.39),0.654282295,(0.41?0.96),0.831785348,0.437589728,0.021697054,,,
Yatsunenko,OTU,293511,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.176,0.345448936,(0?0.6),2.03E-12,(0?0.41),0.654551064,(0.4?0.98),0.463710355,0.367488479,0.135633301,,,
Yatsunenko,OTU,4382457,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__dolichum,NA,NA,NA,0.208,0.345271111,(0?0.65),0.084590598,(0?0.53),0.570138291,(0.35?0.87),0.395624147,0.456251197,0.258439124,,,
Yatsunenko,OTU,2953981,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__,NA,NA,NA,0.021,0.34478055,(0?0.61),1.73E-14,(0?0.29),0.65521945,(0.39?0.98),1.289395807,0.499804114,-0.144893789,,,
Yatsunenko,OTU,2915091,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.137,0.343796406,(0?0.6),9.59E-13,(0?0),0.656203594,(0.4?0.98),0.672819294,0.395103897,0.05869425,,,
Yatsunenko,Family,k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae,NA,NA,NA,NA,0.097,0.343433103,(0?0.59),1.26E-17,(0?0.41),0.656566897,(0.41?0.97),0.640470663,0.36917977,0.048944438,,,
Yatsunenko,OTU,306299,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.053,0.343286447,(0?0.6),1.07E-13,(0?0.34),0.656713553,(0.4?0.97),1.012037007,0.460888106,-0.045130397,,,
Yatsunenko,OTU,110192,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,NA,NA,NA,0.196,0.343255212,(0?0.76),0.271506896,(0?0.66),0.385237892,(0.23?0.64),0.425968512,0.635633014,0.422648757,,,
Yatsunenko,OTU,177697,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.209,0.342923601,(0?0.7),0.168046093,(0?0.59),0.489030306,(0.3?0.76),0.467147287,0.526997323,0.29342368,,,
Yatsunenko,OTU,365536,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,NA,NA,NA,0.264,0.340982112,(0?0.58),0,(0?0.45),0.659017888,(0.42?0.95),0.497547653,0.392830334,0.144056507,,,
Yatsunenko,OTU,300672,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.066,0.339496566,(0?0.6),1.34E-16,(0?0),0.660503434,(0.4?0.99),0.736918769,0.404239038,0.035779653,,,
Yatsunenko,OTU,4296218,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,NA,NA,NA,0.042,0.338962601,(0?0.6),7.18E-14,(0?0.31),0.661037399,(0.4?0.97),1.194036388,0.481580883,-0.115437311,,,
Yatsunenko,OTU,196918,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.164,0.338472743,(0.03?0.59),3.48E-14,(0?0.39),0.661527257,(0.41?0.97),0.76842332,0.410683039,0.026471379,,,
Yatsunenko,OTU,932077,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__mucilaginosa,NA,NA,NA,0.238,0.338159192,(0?0.66),0.07162522,(0?0.49),0.590215589,(0.34?0.93),0.103676582,0.326963739,0.275125448,,,
Yatsunenko,OTU,168289,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.252,0.338027969,(0?0.72),0.17420284,(0?0.58),0.487769191,(0.28?0.79),0.206007247,0.479672491,0.376668868,,,
Yatsunenko,OTU,179744,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.243,0.338013407,(0?0.58),4.27E-14,(0?0.44),0.661986593,(0.42?0.97),0.496601103,0.372478428,0.124177877,,,
Yatsunenko,OTU,197091,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.202,0.337536775,(0?0.6),3.19E-13,(0?0),0.662463225,(0.4?0.98),0.829296102,0.428211115,0.013563065,,,
Yatsunenko,Class,k__Bacteria.p__Firmicutes.c__Bacilli,NA,NA,NA,NA,0.152,0.336197509,(0?0.71),0.185150386,(0?0.6),0.478652105,(0.29?0.76),0.372999546,0.544497061,0.357997288,,,
Yatsunenko,OTU,179408,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__,NA,NA,NA,0.122,0.334656927,(0?0.59),3.56E-14,(0?0.38),0.665343073,(0.41?0.98),0.745831,0.353995892,-0.018919607,,,
Yatsunenko,OTU,197864,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.244,0.334625357,(0?0.58),1.47E-14,(0?0.44),0.665374643,(0.42?0.96),0.531582834,0.377586101,0.111794684,,,
Yatsunenko,OTU,178447,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.038,0.334600189,(0?0.6),3.42E-13,(0?0.34),0.665399811,(0.4?0.99),0.918699775,0.434649266,-0.024700622,,,
Yatsunenko,OTU,217060,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,NA,NA,NA,0.246,0.333919493,(0?0.63),0.077773691,(0?0.52),0.588306816,(0.37?0.88),0.417401061,0.449840256,0.241139725,,,
Yatsunenko,Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__Mogibacterium,NA,NA,NA,NA,0.209,0.331176442,(0?0.65),0.076963261,(0?0.5),0.591860296,(0.35?0.91),0.277239961,0.403929638,0.265309657,,,
Yatsunenko,OTU,340642,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.201,0.330668104,(0?0.58),5.58E-14,(0?0.44),0.669331896,(0.42?0.98),0.336901936,0.317828187,0.149377219,,,
Yatsunenko,OTU,323862,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.064,0.330309431,(0?0.6),4.75E-13,(0?0.36),0.669690569,(0.4?1),0.68775165,0.388759221,0.044883396,,,
Yatsunenko,OTU,4349517,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__,NA,NA,NA,0.172,0.328875242,(0?0.58),1.79E-12,(0?0.41),0.671124758,(0.42?0.98),0.586218454,0.388698556,0.095589329,,,
Yatsunenko,Genus,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Bulleidia,NA,NA,NA,NA,0.137,0.3286968,(0?0.58),1.97E-12,(0?0.4),0.6713032,(0.42?0.99),0.60080547,0.388614302,0.088211567,,,
Yatsunenko,Family,k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Fusobacteriaceae,NA,NA,NA,NA,0.017,0.328107313,(0?0.6),4.35E-15,(0?0.28),0.671892687,(0.4?1),1.301017311,0.480314737,-0.170193918,,,
Yatsunenko,OTU,313593,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__,NA,NA,NA,0.219,0.32792982,(0?0.57),4.45E-14,(0?0.42),0.67207018,(0.43?0.96),0.746014422,0.415401655,0.042394445,,,
Yatsunenko,OTU,3943186,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnobacterium; s__,NA,NA,NA,0.178,0.327515007,(0?0.6),0.011938481,(0?0.44),0.660546512,(0.4?0.99),0.242602637,0.323677514,0.202376196,,,
Yatsunenko,OTU,4474760,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,NA,NA,NA,0.206,0.325409583,(0?0.71),0.194659368,(0?0.6),0.479931049,(0.29?0.76),0.340767896,0.52231886,0.351934912,,,
Yatsunenko,OTU,181452,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.186,0.324470686,(0?0.58),6.62E-16,(0?0),0.675529314,(0.42?0.99),0.379764593,0.335766933,0.145884637,,,
Yatsunenko,Order,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales,NA,NA,NA,NA,0.326,0.323960773,(0?0.69),0.150142763,(0?0.56),0.525896464,(0.31?0.83),0.27490639,0.472238284,0.334785089,,,
Yatsunenko,Family,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae,NA,NA,NA,NA,0.326,0.323960773,(0?0.69),0.150142763,(0?0.56),0.525896464,(0.31?0.83),0.27490639,0.472238284,0.334785089,,,
Yatsunenko,OTU,134174,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.011,0.32396023,(0?0.61),3.24E-14,(0?0.31),0.67603977,(0.39?1),0.868518449,0.41760893,-0.016650295,,,
Yatsunenko,OTU,178353,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.155,0.323655389,(0?0.57),8.76E-14,(0?0.39),0.676344611,(0.43?0.98),0.835938077,0.417567479,-0.000401559,,,
Yatsunenko,OTU,3568684,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,NA,NA,NA,0.231,0.323603395,(0?0.57),7.26E-12,(0?0.43),0.676396605,(0.43?0.99),0.391471546,0.33311882,0.137383047,,,
Yatsunenko,OTU,183579,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,NA,NA,NA,0.238,0.323388862,(0.05?0.55),1.76E-13,(0?0.43),0.676611138,(0.45?0.95),0.838238193,0.404103393,-0.015015704,,,
Yatsunenko,OTU,508968,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__,NA,NA,NA,0.246,0.323351281,(0?0.59),0.025436594,(0?0.47),0.651212125,(0.41?0.95),0.383425535,0.382415485,0.190702717,,,
Yatsunenko,OTU,4389066,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__,NA,NA,NA,0.083,0.322490869,(0?0.58),2.31E-12,(0?0),0.677509131,(0.42?0.99),0.809721613,0.41234116,0.007480354,,,
Yatsunenko,Order,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales,NA,NA,NA,NA,0.079,0.322429277,(0?0.59),2.81E-11,(0?0),0.677570723,(0.41?1),0.806338009,0.408464744,0.005295739,,,
Yatsunenko,OTU,326113,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.22,0.322201228,(0?0.57),1.55E-12,(0?0.43),0.677798772,(0.43?0.99),0.35890416,0.332976002,0.153523922,,,
Yatsunenko,OTU,197624,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.265,0.321155694,(0.04?0.56),2.47E-15,(0?0),0.678844306,(0.44?0.96),0.773222748,0.418571148,0.031959774,,,
Yatsunenko,OTU,966981,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila,NA,NA,NA,0.27,0.320577014,(0?0.64),0.073342711,(0?0.49),0.606080276,(0.36?0.93),0.129407632,0.307398288,0.242694472,,,
Yatsunenko,OTU,627429,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,NA,NA,NA,0.221,0.320282259,(0?0.58),2.38E-18,(0?0.42),0.679717741,(0.42?1),0.372845611,0.326728166,0.14030536,,,
Yatsunenko,OTU,593422,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.247,0.320119317,(0?0.57),9.53E-26,(0?0.43),0.679880683,(0.43?0.99),0.420835829,0.350850176,0.140432262,,,
Yatsunenko,OTU,4458959,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__,NA,NA,NA,0.149,0.319886815,(0?0.58),9.22E-12,(0?0.42),0.680113185,(0.42?1),0.434362644,0.351991885,0.134810562,,,
Yatsunenko,OTU,300716,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.216,0.31953546,(0?0.7),0.185485255,(0?0.58),0.494979285,(0.29?0.78),0.307132082,0.505834239,0.352268198,,,
Yatsunenko,OTU,326444,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.29,0.319300574,(0?0.61),0.039472748,(0?0.47),0.641226677,(0.39?0.96),0.272187312,0.344170729,0.208077073,,,
Yatsunenko,OTU,291266,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.199,0.319254264,(0?0.58),1.27E-12,(0?0.39),0.680745736,(0.42?1),0.593196048,0.378356193,0.081758168,,,
Yatsunenko,OTU,327887,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.261,0.31916171,(0?0.64),0.097448307,(0?0.53),0.583389984,(0.36?0.87),0.414384349,0.458320854,0.251128679,,,
Yatsunenko,OTU,518748,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.169,0.318758904,(0?0.56),1.43E-25,(0?0),0.681241096,(0.44?0.98),0.753088412,0.390611639,0.014067433,,,
Yatsunenko,OTU,176808,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.201,0.318675957,(0?0.56),3.43E-14,(0?0.03),0.681324043,(0.44?0.98),0.64040798,0.386377843,0.066173853,,,
Yatsunenko,OTU,1928156,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__,NA,NA,NA,0.07,0.318663549,(0?0.58),1.32E-14,(0?0.36),0.681336451,(0.42?1),0.736920326,0.39307981,0.024619647,,,
Yatsunenko,OTU,361972,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.237,0.318426165,(0.01?0.57),2.44E-13,(0?0.42),0.681573835,(0.43?0.99),0.448288237,0.35059224,0.126448121,,,
Yatsunenko,OTU,215269,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.114,0.318409984,(0?0.58),1.93E-16,(0?0.4),0.681590016,(0.42?1),0.50310717,0.353927024,0.102373438,,,
Yatsunenko,OTU,295737,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.228,0.317633919,(0?0.57),0,(0?0),0.682366081,(0.43?0.99),0.438005442,0.347099645,0.128096924,,,
Yatsunenko,OTU,187007,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.119,0.317457329,(0?0.6),1.29E-14,(0?0.38),0.682542671,(0.4?1),0.423710909,0.323390644,0.111535189,,,
Yatsunenko,OTU,331240,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.22,0.317411827,(0?0.56),2.44E-14,(0?0),0.682588173,(0.44?0.98),0.746798515,0.407729476,0.034330218,,,
Yatsunenko,OTU,279235,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__,NA,NA,NA,0.048,0.317183907,(0?0.59),1.81E-14,(0?0),0.682816093,(0.41?1),0.734506081,0.395082981,0.02782994,,,
Yatsunenko,Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus,NA,NA,NA,NA,0.239,0.316718892,(0?0.63),0.099575216,(0?0.54),0.583705892,(0.37?0.86),0.497788065,0.471500466,0.222606433,,,
Yatsunenko,OTU,941096,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__,NA,NA,NA,0.211,0.316238832,(0?0.56),3.90E-13,(0?0.41),0.683761168,(0.44?0.98),0.657912081,0.386559337,0.057603296,,,
Yatsunenko,OTU,2731539,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis,NA,NA,NA,0.254,0.315524238,(0?0.63),0.085263803,(0?0.51),0.599211959,(0.37?0.9),0.321360385,0.416016793,0.2553366,,,
Yatsunenko,OTU,176690,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__,NA,NA,NA,0.259,0.31521136,(0?0.56),5.53E-15,(0?0.42),0.68478864,(0.44?0.98),0.674406102,0.377702073,0.040499022,,,
Yatsunenko,OTU,359314,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,NA,NA,NA,0.058,0.314744719,(0?0.59),5.64E-14,(0?0.32),0.685255281,(0.41?1),0.888354497,0.414710727,-0.029466521,,,
Yatsunenko,OTU,179601,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.101,0.314558829,(0?0.58),6.41E-13,(0?0.36),0.685441171,(0.42?1),0.799945537,0.40669748,0.006724711,,,
Yatsunenko,OTU,353124,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__,NA,NA,NA,0.248,0.314232706,(0?0.58),0.012882201,(0?0.44),0.672885093,(0.42?0.99),0.285564394,0.31933796,0.176555763,,,
Yatsunenko,OTU,297643,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.202,0.314123612,(0?0.57),5.13E-15,(0?0.41),0.685876388,(0.43?1),0.434086391,0.338837191,0.121793996,,,
Yatsunenko,OTU,3857424,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.175,0.3135348,(0?0.72),0.229239224,(0?0.62),0.457225976,(0.27?0.73),0.375067081,0.571586843,0.384053302,,,
Yatsunenko,OTU,197435,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus,NA,NA,NA,0.104,0.312818523,(0?0.58),6.54E-14,(0?0.4),0.687181477,(0.42?1),0.425810479,0.338096957,0.125191718,,,
Yatsunenko,OTU,182089,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.023,0.312464078,(0?0.59),5.62E-13,(0?0),0.687535922,(0.41?1),0.599707136,0.363959425,0.064105857,,,
Yatsunenko,Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Tissierellaceae..g__Finegoldia,NA,NA,NA,NA,0.151,0.312210659,(0?0.58),1.69E-12,(0?0.41),0.687789341,(0.42?1),0.20165212,0.272534295,0.171708234,,,
Yatsunenko,OTU,1096610,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Finegoldia; s__,NA,NA,NA,0.153,0.312098066,(0?0.58),1.19E-13,(0?0.41),0.687901934,(0.42?1),0.200095968,0.272118084,0.1720701,,,
Yatsunenko,OTU,178206,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,NA,NA,NA,0.269,0.31178367,(0?0.59),0.024782275,(0?0.45),0.663434055,(0.41?0.98),0.29966974,0.34696151,0.19712664,,,
Yatsunenko,OTU,365125,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.247,0.311305709,(0?0.56),0.008231016,(0?0.45),0.680463275,(0.44?0.98),0.367196873,0.349473863,0.165875426,,,
Yatsunenko,OTU,518438,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.265,0.311103297,(0?0.59),0.03431427,(0?0.47),0.654582433,(0.41?0.96),0.363487089,0.374412947,0.192669403,,,
Yatsunenko,OTU,365492,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__,NA,NA,NA,0.221,0.31046822,(0?0.56),1.74E-15,(0?0),0.68953178,(0.44?1),0.476941184,0.350819614,0.112349022,,,
